,keys,groups,values,name
29451,OpenMoleCratesW1,Super CRISPRmas 2019,48.0,76561197976108112
29452,MeleeKillsWeek2,Super CRISPRmas 2019,25.0,76561197976108112
29453,HealthJuiceDrankWeek3,Super CRISPRmas 2019,10818.0,76561197976108112
29454,KillsAsDeerWeek2,Super CRISPRmas 2019,26.0,76561197976108112
29455,Healing,Combat,8013.0,76561199074321360
29456,BananaHitsEnemyOnly,Combat,91.0,76561199074321360
29457,EnemyArmorBroken,Combat,5326.0,76561199074321360
29458,DestructiblesDestroyed,Combat,19357.0,76561199074321360
29459,BananaHits,Combat,201.0,76561199074321360
29460,SkunkBombDamageDealt,Combat,13859.0,76561199074321360
29461,DamageDealt,Combat,591523.0,76561199074321360
29462,WinsCustom1B,Custom1B,37.0,76561199074321360
29463,DeathsCustom1B,Custom1B,415.0,76561199074321360
29464,FlagCapsB,Custom1B,8.0,76561199074321360
29465,MostKillsCustom1B,Custom1B,17.0,76561199074321360
29466,KillsCustom1B,Custom1B,476.0,76561199074321360
29467,GamesCustom1B,Custom1B,82.0,76561199074321360
29468,WinsCustom2,Custom2,8.0,76561199074321360
29469,KillsCustom2,Custom2,81.0,76561199074321360
29470,Top2Custom2,Custom2,17.0,76561199074321360
29471,MostKillsCustom2,Custom2,8.0,76561199074321360
29472,DeathsCustom2,Custom2,87.0,76561199074321360
29473,GamesCustom2,Custom2,94.0,76561199074321360
29474,MostKillsCustom3,Custom3,21.0,76561199074321360
29475,GamesCustom3,Custom3,328.0,76561199074321360
29476,MostKillsCustom3Z,Custom3,5.0,76561199074321360
29477,KillsCustom3Z,Custom3,94.0,76561199074321360
29478,WinsCustom3,Custom3,23.0,76561199074321360
29479,DeathsCustom3,Custom3,305.0,76561199074321360
29480,KillsCustom3,Custom3,891.0,76561199074321360
29481,DeathsCustom3Z,Custom3,737.0,76561199074321360
29482,MostKillsDuos,Duos,11.0,76561199074321360
29483,GamesDuos,Duos,293.0,76561199074321360
29484,WinsDuos,Duos,35.0,76561199074321360
29485,DeathsDuos,Duos,271.0,76561199074321360
29486,KillsDuos,Duos,438.0,76561199074321360
29487,Top3Duos,Duos,84.0,76561199074321360
29488,CandyCorn,Event,26468.0,76561199074321360
29489,KillsThomas,Kill Statistics,112.0,76561199074321360
29490,KillsAK,Kill Statistics,583.0,76561199074321360
29491,KillsJag7,Kill Statistics,76.0,76561199074321360
29492,KillsSilencedPistol,Kill Statistics,60.0,76561199074321360
29493,KillsBow,Kill Statistics,2.0,76561199074321360
29494,KillsDeagle,Kill Statistics,12.0,76561199074321360
29495,KillsSniper,Kill Statistics,15.0,76561199074321360
29496,KillsSMG,Kill Statistics,679.0,76561199074321360
29497,KillsCrossbow,Kill Statistics,10.0,76561199074321360
29498,KillsPistol,Kill Statistics,40.0,76561199074321360
29499,KillsEgg,Kill Statistics,4.0,76561199074321360
29500,MeleeKills,Kill Statistics,45.0,76561199074321360
29501,KillsHuntingRifle,Kill Statistics,11.0,76561199074321360
29502,EmuKills,Kill Statistics,8.0,76561199074321360
29503,GrenadeKills,Kill Statistics,75.0,76561199074321360
29504,VehicleKills,Kill Statistics,68.0,76561199074321360
29505,KillsDualPistol,Kill Statistics,109.0,76561199074321360
29506,KillsDart,Kill Statistics,53.0,76561199074321360
29507,KillsMagnum,Kill Statistics,86.0,76561199074321360
29508,KillsM16,Kill Statistics,87.0,76561199074321360
29509,KillsShotgun,Kill Statistics,145.0,76561199074321360
29510,KillsMinigun,Kill Statistics,4.0,76561199074321360
29511,StorytimeDonk,Milestones,1.0,76561199074321360
29512,NpcSphynx,Milestones,1.0,76561199074321360
29513,NPCLab,Milestones,2.0,76561199074321360
29514,BarnRebelDoor,Milestones,77.0,76561199074321360
29515,DancingInTheRain,Milestones,6.0,76561199074321360
29516,NoDancing,Milestones,1.0,76561199074321360
29517,AccountLevelNew,Miscellaneous,263.0,76561199074321360
29518,ParachuteSplats,Miscellaneous,756.0,76561199074321360
29519,AccountExpIntoCurrentLevelNew,Miscellaneous,2590.0,76561199074321360
29520,CoconutsAte,Miscellaneous,963.0,76561199074321360
29521,ChickenWins,Miscellaneous,1.0,76561199074321360
29522,CampfiresUsed,Miscellaneous,464.0,76561199074321360
29523,BowHitsOneMatch,Miscellaneous,7.0,76561199074321360
29524,DistanceTraveled,Miscellaneous,3133962.0,76561199074321360
29525,GrassCut,Miscellaneous,27380.0,76561199074321360
29526,HealthJuiceDrank,Miscellaneous,90039.0,76561199074321360
29527,BananOfferings,Miscellaneous,1.0,76561199074321360
29528,RatGG,Miscellaneous,1.0,76561199074321360
29529,Scarecrows,Miscellaneous,26.0,76561199074321360
29530,MoleCrates,Miscellaneous,118.0,76561199074321360
29531,CrabDance,Miscellaneous,17.0,76561199074321360
29532,ChestOpens,Miscellaneous,4919.0,76561199074321360
29533,BeGalleryTarget,Miscellaneous,8.0,76561199074321360
29534,TapeUsed,Miscellaneous,3205.0,76561199074321360
29535,DistanceTraveledIceW2,Miscellaneous,42090.0,76561199074321360
29536,TimePlayedSeconds,Miscellaneous,627371.0,76561199074321360
29537,SuperJumpRolls,Miscellaneous,321345.0,76561199074321360
29538,GalleryTargetsHitBow,Miscellaneous,10.0,76561199074321360
29539,GalleryTargetsHit,Miscellaneous,23.0,76561199074321360
29540,MushroomsAte,Miscellaneous,2812.0,76561199074321360
29541,Games,Solo,1499.0,76561199074321360
29542,Wins,Solo,25.0,76561199074321360
29543,Top5,Solo,264.0,76561199074321360
29544,Kills,Solo,1534.0,76561199074321360
29545,MostKills,Solo,8.0,76561199074321360
29546,Deaths,Solo,1474.0,76561199074321360
29547,DeathsSquads,Squads,358.0,76561199074321360
29548,GamesSquads,Squads,368.0,76561199074321360
29549,MostKillsSquads,Squads,5.0,76561199074321360
29550,WinsSquads,Squads,16.0,76561199074321360
29551,Top2Squads,Squads,38.0,76561199074321360
29552,KillsSquads,Squads,236.0,76561199074321360
29553,BananaHitsEnemyOnly,Combat,13.0,76561198019909214
29554,EnemyArmorBroken,Combat,1035.0,76561198019909214
29555,BananaHits,Combat,18.0,76561198019909214
29556,SkunkBombDamageDealt,Combat,915.0,76561198019909214
29557,DamageDealt,Combat,77401.0,76561198019909214
29558,DestructiblesDestroyed,Combat,920.0,76561198019909214
29559,GamesCustom1,Custom1,1.0,76561198019909214
29560,MostKillsCustom1,Custom1,1.0,76561198019909214
29561,WinsCustom1,Custom1,1.0,76561198019909214
29562,KillsCustom1,Custom1,1.0,76561198019909214
29563,WinsCustom1B,Custom1B,4.0,76561198019909214
29564,MostKillsCustom1B,Custom1B,22.0,76561198019909214
29565,DeathsCustom1B,Custom1B,30.0,76561198019909214
29566,GamesCustom1B,Custom1B,7.0,76561198019909214
29567,KillsCustom1B,Custom1B,101.0,76561198019909214
29568,MostKillsDuos,Duos,6.0,76561198019909214
29569,KillsDuos,Duos,16.0,76561198019909214
29570,GamesDuos,Duos,8.0,76561198019909214
29571,DeathsDuos,Duos,8.0,76561198019909214
29572,CandyCorn,Event,2175.0,76561198019909214
29573,KillsCrossbow,Kill Statistics,1.0,76561198019909214
29574,KillsJag7,Kill Statistics,9.0,76561198019909214
29575,KillsMagnum,Kill Statistics,9.0,76561198019909214
29576,KillsThomas,Kill Statistics,4.0,76561198019909214
29577,KillsM16,Kill Statistics,21.0,76561198019909214
29578,KillsSilencedPistol,Kill Statistics,44.0,76561198019909214
29579,MeleeKills,Kill Statistics,9.0,76561198019909214
29580,KillsDualPistol,Kill Statistics,46.0,76561198019909214
29581,KillsSniper,Kill Statistics,4.0,76561198019909214
29582,VehicleKills,Kill Statistics,1.0,76561198019909214
29583,GrenadeKills,Kill Statistics,10.0,76561198019909214
29584,KillsSMG,Kill Statistics,124.0,76561198019909214
29585,KillsDeagle,Kill Statistics,1.0,76561198019909214
29586,KillsAK,Kill Statistics,77.0,76561198019909214
29587,KillsPistol,Kill Statistics,19.0,76561198019909214
29588,KillsBow,Kill Statistics,2.0,76561198019909214
29589,KillsShotgun,Kill Statistics,68.0,76561198019909214
29590,EmuKills,Kill Statistics,1.0,76561198019909214
29591,BarnRebelDoor,Milestones,1.0,76561198019909214
29592,NPCLab,Milestones,1.0,76561198019909214
29593,TimePlayedSeconds,Miscellaneous,30208.0,76561198019909214
29594,CoconutsAte,Miscellaneous,4.0,76561198019909214
29595,DistanceTraveled,Miscellaneous,152061.0,76561198019909214
29596,GrassCut,Miscellaneous,589.0,76561198019909214
29597,AccountExpIntoCurrentLevelNew,Miscellaneous,2743.0,76561198019909214
29598,ParachuteSplats,Miscellaneous,13.0,76561198019909214
29599,MushroomsAte,Miscellaneous,83.0,76561198019909214
29600,AccountLevelNew,Miscellaneous,26.0,76561198019909214
29601,SuperJumpRolls,Miscellaneous,14287.0,76561198019909214
29602,ChestOpens,Miscellaneous,188.0,76561198019909214
29603,CampfiresUsed,Miscellaneous,10.0,76561198019909214
29604,BowHitsOneMatch,Miscellaneous,7.0,76561198019909214
29605,RatGG,Miscellaneous,1.0,76561198019909214
29606,DistanceTraveledIceW2,Miscellaneous,848.0,76561198019909214
29607,TapeUsed,Miscellaneous,498.0,76561198019909214
29608,BeGalleryTarget,Miscellaneous,3.0,76561198019909214
29609,HealthJuiceDrank,Miscellaneous,8447.0,76561198019909214
29610,BananOfferings,Miscellaneous,1.0,76561198019909214
29611,Scarecrows,Miscellaneous,1.0,76561198019909214
29612,MoleCrates,Miscellaneous,8.0,76561198019909214
29613,Top5,Solo,31.0,76561198019909214
29614,Games,Solo,123.0,76561198019909214
29615,Kills,Solo,431.0,76561198019909214
29616,MostKills,Solo,13.0,76561198019909214
29617,Wins,Solo,8.0,76561198019909214
29618,Deaths,Solo,115.0,76561198019909214
29619,GamesSquads,Squads,1.0,76561198019909214
29620,DeathsSquads,Squads,1.0,76561198019909214
29621,MostKillsSquads,Squads,2.0,76561198019909214
29622,KillsSquads,Squads,2.0,76561198019909214
29623,DamageDealt,Combat,1414420.0,76561199208699774
29624,Healing,Combat,3908.0,76561199208699774
29625,DestructiblesDestroyed,Combat,94496.0,76561199208699774
29626,BananaHits,Combat,270.0,76561199208699774
29627,SkunkBombDamageDealt,Combat,6463.0,76561199208699774
29628,BananaHitsEnemyOnly,Combat,143.0,76561199208699774
29629,EnemyArmorBroken,Combat,13518.0,76561199208699774
29630,DeathsCustom1,Custom1,4.0,76561199208699774
29631,KillsCustom1,Custom1,16.0,76561199208699774
29632,MostKillsCustom1,Custom1,3.0,76561199208699774
29633,WinsCustom1,Custom1,6.0,76561199208699774
29634,GamesCustom1,Custom1,10.0,76561199208699774
29635,FlagCaps,Custom1,2.0,76561199208699774
29636,MostKillsCustom1B,Custom1B,17.0,76561199208699774
29637,KillsCustom1B,Custom1B,80.0,76561199208699774
29638,DeathsCustom1B,Custom1B,46.0,76561199208699774
29639,GamesCustom1B,Custom1B,7.0,76561199208699774
29640,WinsCustom1B,Custom1B,4.0,76561199208699774
29641,GamesCustom2,Custom2,4.0,76561199208699774
29642,DeathsCustom2,Custom2,4.0,76561199208699774
29643,MostKillsCustom2,Custom2,1.0,76561199208699774
29644,KillsCustom2,Custom2,2.0,76561199208699774
29645,DeathsCustom3,Custom3,36.0,76561199208699774
29646,KillsCustom3Z,Custom3,34.0,76561199208699774
29647,WinsCustom3,Custom3,16.0,76561199208699774
29648,DeathsCustom3Z,Custom3,66.0,76561199208699774
29649,MostKillsCustom3Z,Custom3,6.0,76561199208699774
29650,KillsCustom3,Custom3,455.0,76561199208699774
29651,GamesCustom3,Custom3,52.0,76561199208699774
29652,MostKillsCustom3,Custom3,25.0,76561199208699774
29653,MostKillsDuos,Duos,16.0,76561199208699774
29654,KillsDuos,Duos,2233.0,76561199208699774
29655,WinsDuos,Duos,54.0,76561199208699774
29656,GamesDuos,Duos,864.0,76561199208699774
29657,DeathsDuos,Duos,818.0,76561199208699774
29658,Top3Duos,Duos,128.0,76561199208699774
29659,CandyCorn,Event,2100.0,76561199208699774
29660,KillsCrossbow,Kill Statistics,81.0,76561199208699774
29661,KillsDeagle,Kill Statistics,109.0,76561199208699774
29662,KillsThomas,Kill Statistics,315.0,76561199208699774
29663,KillsHuntingRifle,Kill Statistics,61.0,76561199208699774
29664,KillsSilencedPistol,Kill Statistics,109.0,76561199208699774
29665,KillsSniper,Kill Statistics,70.0,76561199208699774
29666,KillsSMG,Kill Statistics,1208.0,76561199208699774
29667,KillsJag7,Kill Statistics,131.0,76561199208699774
29668,KillsMagnum,Kill Statistics,514.0,76561199208699774
29669,KillsEgg,Kill Statistics,54.0,76561199208699774
29670,KillsDart,Kill Statistics,268.0,76561199208699774
29671,KillsMinigun,Kill Statistics,31.0,76561199208699774
29672,KillsBow,Kill Statistics,2529.0,76561199208699774
29673,KillsAK,Kill Statistics,1430.0,76561199208699774
29674,GrenadeKills,Kill Statistics,166.0,76561199208699774
29675,VehicleKills,Kill Statistics,73.0,76561199208699774
29676,KillsPistol,Kill Statistics,172.0,76561199208699774
29677,KillsShotgun,Kill Statistics,786.0,76561199208699774
29678,KillsDualPistol,Kill Statistics,352.0,76561199208699774
29679,MeleeKills,Kill Statistics,208.0,76561199208699774
29680,KillsM16,Kill Statistics,233.0,76561199208699774
29681,EmuKills,Kill Statistics,37.0,76561199208699774
29682,NpcSphynx,Milestones,1.0,76561199208699774
29683,NoDancing,Milestones,1.0,76561199208699774
29684,NPCLab,Milestones,2.0,76561199208699774
29685,DancingInTheRain,Milestones,135.0,76561199208699774
29686,StorytimeDonk,Milestones,2.0,76561199208699774
29687,BarnRebelDoor,Milestones,76.0,76561199208699774
29688,CrabDance,Miscellaneous,71.0,76561199208699774
29689,CoconutsAte,Miscellaneous,1603.0,76561199208699774
29690,AccountExpIntoCurrentLevelNew,Miscellaneous,4012.0,76561199208699774
29691,DistanceTraveled,Miscellaneous,3183558.0,76561199208699774
29692,GrassCut,Miscellaneous,99858.0,76561199208699774
29693,ParachuteSplats,Miscellaneous,213.0,76561199208699774
29694,BananOfferings,Miscellaneous,3.0,76561199208699774
29695,BeGalleryTarget,Miscellaneous,9.0,76561199208699774
29696,BowHitsOneMatch,Miscellaneous,64.0,76561199208699774
29697,GalleryTargetsHit,Miscellaneous,21.0,76561199208699774
29698,MushroomsAte,Miscellaneous,2308.0,76561199208699774
29699,SuperJumpRolls,Miscellaneous,342321.0,76561199208699774
29700,AccountLevelNew,Miscellaneous,302.0,76561199208699774
29701,GalleryTargetsHitBow,Miscellaneous,4.0,76561199208699774
29702,TimePlayedSeconds,Miscellaneous,600078.0,76561199208699774
29703,DistanceTraveledIceW2,Miscellaneous,21546.0,76561199208699774
29704,ChestOpens,Miscellaneous,3494.0,76561199208699774
29705,HealthJuiceDrank,Miscellaneous,135538.0,76561199208699774
29706,RatGG,Miscellaneous,2.0,76561199208699774
29707,TapeUsed,Miscellaneous,7653.0,76561199208699774
29708,Scarecrows,Miscellaneous,115.0,76561199208699774
29709,CampfiresUsed,Miscellaneous,684.0,76561199208699774
29710,MoleCrates,Miscellaneous,140.0,76561199208699774
29711,Kills,Solo,5413.0,76561199208699774
29712,PacifistVictoriesSolo,Solo,11.0,76561199208699774
29713,Wins,Solo,132.0,76561199208699774
29714,Deaths,Solo,1761.0,76561199208699774
29715,Games,Solo,1893.0,76561199208699774
29716,Top5,Solo,366.0,76561199208699774
29717,MostKills,Solo,18.0,76561199208699774
29718,MeleeVictoriesSolo,Solo,12.0,76561199208699774
29719,NoArmorVictoriesSolo,Solo,1.0,76561199208699774
29720,DeathsSquads,Squads,421.0,76561199208699774
29721,GamesSquads,Squads,506.0,76561199208699774
29722,MostKillsSquads,Squads,16.0,76561199208699774
29723,Top2Squads,Squads,148.0,76561199208699774
29724,WinsSquads,Squads,106.0,76561199208699774
29725,KillsSquads,Squads,1293.0,76561199208699774
29726,BananaHits,Combat,1384.0,76561198423528846
29727,BananaHitsEnemyOnly,Combat,598.0,76561198423528846
29728,EnemyArmorBroken,Combat,37521.0,76561198423528846
29729,DestructiblesDestroyed,Combat,81529.0,76561198423528846
29730,SkunkBombDamageDealt,Combat,137551.0,76561198423528846
29731,DamageDealt,Combat,4253051.0,76561198423528846
29732,Healing,Combat,46862.0,76561198423528846
29733,GamesCustom1,Custom1,140.0,76561198423528846
29734,DeathsCustom1,Custom1,89.0,76561198423528846
29735,FlagCaps,Custom1,79.0,76561198423528846
29736,MostKillsCustom1,Custom1,8.0,76561198423528846
29737,WinsCustom1,Custom1,67.0,76561198423528846
29738,KillsCustom1,Custom1,218.0,76561198423528846
29739,FlagCapsB,Custom1B,13.0,76561198423528846
29740,WinsCustom1B,Custom1B,10.0,76561198423528846
29741,DeathsCustom1B,Custom1B,97.0,76561198423528846
29742,MostKillsCustom1B,Custom1B,23.0,76561198423528846
29743,KillsCustom1B,Custom1B,231.0,76561198423528846
29744,GamesCustom1B,Custom1B,21.0,76561198423528846
29745,Top2Custom2,Custom2,203.0,76561198423528846
29746,GamesCustom2,Custom2,789.0,76561198423528846
29747,KillsCustom2,Custom2,2736.0,76561198423528846
29748,DeathsCustom2,Custom2,680.0,76561198423528846
29749,MostKillsCustom2,Custom2,17.0,76561198423528846
29750,WinsCustom2,Custom2,140.0,76561198423528846
29751,GamesCustom3,Custom3,147.0,76561198423528846
29752,MostKillsCustom3Z,Custom3,3.0,76561198423528846
29753,DeathsCustom3,Custom3,143.0,76561198423528846
29754,KillsCustom3Z,Custom3,15.0,76561198423528846
29755,WinsCustom3,Custom3,4.0,76561198423528846
29756,MostKillsCustom3,Custom3,13.0,76561198423528846
29757,KillsCustom3,Custom3,90.0,76561198423528846
29758,DeathsCustom3Z,Custom3,90.0,76561198423528846
29759,WinsDuos,Duos,78.0,76561198423528846
29760,GamesDuos,Duos,656.0,76561198423528846
29761,DeathsDuos,Duos,588.0,76561198423528846
29762,MostKillsDuos,Duos,20.0,76561198423528846
29763,KillsDuos,Duos,2237.0,76561198423528846
29764,Top3Duos,Duos,166.0,76561198423528846
29765,CandyCorn,Event,69343.0,76561198423528846
29766,KillsThomas,Kill Statistics,678.0,76561198423528846
29767,KillsCrossbow,Kill Statistics,254.0,76561198423528846
29768,KillsSMG,Kill Statistics,3743.0,76561198423528846
29769,KillsBow,Kill Statistics,664.0,76561198423528846
29770,KillsAK,Kill Statistics,2404.0,76561198423528846
29771,KillsDeagle,Kill Statistics,948.0,76561198423528846
29772,KillsSniper,Kill Statistics,1343.0,76561198423528846
29773,KillsShotgun,Kill Statistics,2716.0,76561198423528846
29774,KillsJag7,Kill Statistics,1153.0,76561198423528846
29775,KillsHuntingRifle,Kill Statistics,419.0,76561198423528846
29776,KillsSilencedPistol,Kill Statistics,1226.0,76561198423528846
29777,KillsMagnum,Kill Statistics,1573.0,76561198423528846
29778,KillsEgg,Kill Statistics,122.0,76561198423528846
29779,KillsMinigun,Kill Statistics,270.0,76561198423528846
29780,EmuKills,Kill Statistics,176.0,76561198423528846
29781,KillsM16,Kill Statistics,641.0,76561198423528846
29782,MeleeKills,Kill Statistics,377.0,76561198423528846
29783,KillsDart,Kill Statistics,495.0,76561198423528846
29784,KillsPistol,Kill Statistics,558.0,76561198423528846
29785,GrenadeKills,Kill Statistics,1806.0,76561198423528846
29786,VehicleKills,Kill Statistics,198.0,76561198423528846
29787,KillsDualPistol,Kill Statistics,1277.0,76561198423528846
29788,StorytimeDonk,Milestones,1.0,76561198423528846
29789,NpcSphynx,Milestones,1.0,76561198423528846
29790,NoDancing,Milestones,1.0,76561198423528846
29791,DancingInTheRain,Milestones,12.0,76561198423528846
29792,NPCLab,Milestones,2.0,76561198423528846
29793,BarnRebelDoor,Milestones,453.0,76561198423528846
29794,ParachuteSplats,Miscellaneous,554.0,76561198423528846
29795,BeGalleryTarget,Miscellaneous,47.0,76561198423528846
29796,AccountExpIntoCurrentLevelNew,Miscellaneous,3108.0,76561198423528846
29797,AccountLevelNew,Miscellaneous,789.0,76561198423528846
29798,GrassCut,Miscellaneous,74520.0,76561198423528846
29799,DistanceTraveled,Miscellaneous,7396686.0,76561198423528846
29800,BowHitsOneMatch,Miscellaneous,31.0,76561198423528846
29801,ChickenWins,Miscellaneous,1.0,76561198423528846
29802,CoconutsAte,Miscellaneous,2419.0,76561198423528846
29803,GalleryTargetsHit,Miscellaneous,13.0,76561198423528846
29804,BananOfferings,Miscellaneous,4.0,76561198423528846
29805,CampfiresUsed,Miscellaneous,992.0,76561198423528846
29806,TurkeyWins,Miscellaneous,29.0,76561198423528846
29807,MushroomsAte,Miscellaneous,5267.0,76561198423528846
29808,TimePlayedSeconds,Miscellaneous,1574854.0,76561198423528846
29809,DistanceTraveledIceW2,Miscellaneous,59353.0,76561198423528846
29810,GalleryTargetsHitBow,Miscellaneous,5.0,76561198423528846
29811,TapeUsed,Miscellaneous,13825.0,76561198423528846
29812,SuperJumpRolls,Miscellaneous,754504.0,76561198423528846
29813,CrabDance,Miscellaneous,13.0,76561198423528846
29814,ChestOpens,Miscellaneous,11625.0,76561198423528846
29815,RatGG,Miscellaneous,3.0,76561198423528846
29816,HealthJuiceDrank,Miscellaneous,411584.0,76561198423528846
29817,MoleCrates,Miscellaneous,854.0,76561198423528846
29818,Scarecrows,Miscellaneous,65.0,76561198423528846
29819,Deaths,Solo,129.0,76561198423528846
29820,PacifistVictoriesSolo,Solo,1.0,76561198423528846
29821,Top5,Solo,38.0,76561198423528846
29822,Wins,Solo,15.0,76561198423528846
29823,Games,Solo,144.0,76561198423528846
29824,MeleeVictoriesSolo,Solo,1.0,76561198423528846
29825,NoArmorVictoriesSolo,Solo,1.0,76561198423528846
29826,MostKills,Solo,16.0,76561198423528846
29827,Kills,Solo,494.0,76561198423528846
29828,MostKillsSquads,Squads,28.0,76561198423528846
29829,GamesSquads,Squads,5499.0,76561198423528846
29830,Top2Squads,Squads,1196.0,76561198423528846
29831,WinsSquads,Squads,739.0,76561198423528846
29832,KillsSquads,Squads,17413.0,76561198423528846
29833,DeathsSquads,Squads,4883.0,76561198423528846
29834,BananaHits,Combat,3054.0,76561198971241772
29835,BananaHitsEnemyOnly,Combat,1896.0,76561198971241772
29836,EnemyArmorBroken,Combat,76264.0,76561198971241772
29837,DestructiblesDestroyed,Combat,261653.0,76561198971241772
29838,SkunkBombDamageDealt,Combat,198825.0,76561198971241772
29839,DamageDealt,Combat,8181107.0,76561198971241772
29840,Healing,Combat,73029.0,76561198971241772
29841,GamesCustom1,Custom1,1706.0,76561198971241772
29842,DeathsCustom1,Custom1,738.0,76561198971241772
29843,FlagCaps,Custom1,1448.0,76561198971241772
29844,MostKillsCustom1,Custom1,12.0,76561198971241772
29845,WinsCustom1,Custom1,974.0,76561198971241772
29846,KillsCustom1,Custom1,3281.0,76561198971241772
29847,FlagCapsB,Custom1B,19.0,76561198971241772
29848,WinsCustom1B,Custom1B,36.0,76561198971241772
29849,DeathsCustom1B,Custom1B,94.0,76561198971241772
29850,MostKillsCustom1B,Custom1B,35.0,76561198971241772
29851,KillsCustom1B,Custom1B,550.0,76561198971241772
29852,GamesCustom1B,Custom1B,45.0,76561198971241772
29853,Top2Custom2,Custom2,172.0,76561198971241772
29854,GamesCustom2,Custom2,354.0,76561198971241772
29855,KillsCustom2,Custom2,1571.0,76561198971241772
29856,DeathsCustom2,Custom2,237.0,76561198971241772
29857,MostKillsCustom2,Custom2,21.0,76561198971241772
29858,WinsCustom2,Custom2,134.0,76561198971241772
29859,GamesCustom3,Custom3,412.0,76561198971241772
29860,MostKillsCustom3Z,Custom3,13.0,76561198971241772
29861,DeathsCustom3,Custom3,226.0,76561198971241772
29862,KillsCustom3Z,Custom3,409.0,76561198971241772
29863,WinsCustom3,Custom3,186.0,76561198971241772
29864,MostKillsCustom3,Custom3,63.0,76561198971241772
29865,KillsCustom3,Custom3,3212.0,76561198971241772
29866,DeathsCustom3Z,Custom3,556.0,76561198971241772
29867,WinsDuos,Duos,514.0,76561198971241772
29868,GamesDuos,Duos,1716.0,76561198971241772
29869,DeathsDuos,Duos,1209.0,76561198971241772
29870,MostKillsDuos,Duos,22.0,76561198971241772
29871,KillsDuos,Duos,7662.0,76561198971241772
29872,Top3Duos,Duos,926.0,76561198971241772
29873,CandyCorn,Event,13160.0,76561198971241772
29874,KillsThomas,Kill Statistics,905.0,76561198971241772
29875,KillsCrossbow,Kill Statistics,609.0,76561198971241772
29876,KillsSMG,Kill Statistics,1282.0,76561198971241772
29877,KillsBow,Kill Statistics,1771.0,76561198971241772
29878,KillsAK,Kill Statistics,1675.0,76561198971241772
29879,KillsDeagle,Kill Statistics,1167.0,76561198971241772
29880,KillsSniper,Kill Statistics,3038.0,76561198971241772
29881,KillsShotgun,Kill Statistics,4649.0,76561198971241772
29882,KillsJag7,Kill Statistics,2386.0,76561198971241772
29883,KillsHuntingRifle,Kill Statistics,1089.0,76561198971241772
29884,KillsSilencedPistol,Kill Statistics,705.0,76561198971241772
29885,KillsMagnum,Kill Statistics,1655.0,76561198971241772
29886,KillsEgg,Kill Statistics,132.0,76561198971241772
29887,KillsMinigun,Kill Statistics,246.0,76561198971241772
29888,EmuKills,Kill Statistics,313.0,76561198971241772
29889,KillsM16,Kill Statistics,1090.0,76561198971241772
29890,MeleeKills,Kill Statistics,1257.0,76561198971241772
29891,KillsDart,Kill Statistics,847.0,76561198971241772
29892,KillsPistol,Kill Statistics,618.0,76561198971241772
29893,GrenadeKills,Kill Statistics,3651.0,76561198971241772
29894,VehicleKills,Kill Statistics,2556.0,76561198971241772
29895,KillsDualPistol,Kill Statistics,696.0,76561198971241772
29896,StorytimeDonk,Milestones,1.0,76561198971241772
29897,NpcSphynx,Milestones,2.0,76561198971241772
29898,NoDancing,Milestones,1.0,76561198971241772
29899,DancingInTheRain,Milestones,218.0,76561198971241772
29900,NPCLab,Milestones,2.0,76561198971241772
29901,BarnRebelDoor,Milestones,681.0,76561198971241772
29902,ParachuteSplats,Miscellaneous,418.0,76561198971241772
29903,BeGalleryTarget,Miscellaneous,77.0,76561198971241772
29904,AccountExpIntoCurrentLevelNew,Miscellaneous,2830.0,76561198971241772
29905,AccountLevelNew,Miscellaneous,1544.0,76561198971241772
29906,GrassCut,Miscellaneous,470099.0,76561198971241772
29907,DistanceTraveled,Miscellaneous,21469324.0,76561198971241772
29908,BowHitsOneMatch,Miscellaneous,35.0,76561198971241772
29909,ChickenWins,Miscellaneous,413.0,76561198971241772
29910,CoconutsAte,Miscellaneous,7461.0,76561198971241772
29911,GalleryTargetsHit,Miscellaneous,1815.0,76561198971241772
29912,BananOfferings,Miscellaneous,71.0,76561198971241772
29913,CampfiresUsed,Miscellaneous,1444.0,76561198971241772
29914,TurkeyWins,Miscellaneous,204.0,76561198971241772
29915,MushroomsAte,Miscellaneous,5331.0,76561198971241772
29916,TimePlayedSeconds,Miscellaneous,3796905.0,76561198971241772
29917,DistanceTraveledIceW2,Miscellaneous,171055.0,76561198971241772
29918,GalleryTargetsHitBow,Miscellaneous,1370.0,76561198971241772
29919,TapeUsed,Miscellaneous,33110.0,76561198971241772
29920,SuperJumpRolls,Miscellaneous,2233954.0,76561198971241772
29921,CrabDance,Miscellaneous,242.0,76561198971241772
29922,ChestOpens,Miscellaneous,15423.0,76561198971241772
29923,RatGG,Miscellaneous,30.0,76561198971241772
29924,HealthJuiceDrank,Miscellaneous,883171.0,76561198971241772
29925,MoleCrates,Miscellaneous,1553.0,76561198971241772
29926,Scarecrows,Miscellaneous,1467.0,76561198971241772
29927,Deaths,Solo,1600.0,76561198971241772
29928,PacifistVictoriesSolo,Solo,14.0,76561198971241772
29929,Top5,Solo,1546.0,76561198971241772
29930,Wins,Solo,846.0,76561198971241772
29931,Games,Solo,2446.0,76561198971241772
29932,MeleeVictoriesSolo,Solo,16.0,76561198971241772
29933,NoArmorVictoriesSolo,Solo,1.0,76561198971241772
29934,MostKills,Solo,32.0,76561198971241772
